id	text	label
432597809246633984	RT TUSERUSER : Claro que uno se enamora y también siente miedo : de que al otro se le acabe el amor , o que se vaya , o que se lo lleven	neutral
441875458700083200	TUSERUSER yo MUERO 😍 ya hermosísimo desde pequeño ... te quiero idoloo gracias de existir TURLURL	neutral
434182694113509378	RT TUSERUSER : Coño falta que corten la luz	neutral
432506327277895683	RT TUSERUSER : Internet , " azúcar " , " mar " , " vodka " , " arte " , " lente " , " lavaplatos " son palabras ambiguas . Pueden ser nombres femeninos o ma …	neutral
479805220877107204	Cosculluela Dice : No Soy El Malo Del Reggaetón TURLURL Unete Aqui TUSERUSER	neutral
439469421372112897	Porque el primero que se haga el ortiva por pancho y careta le vamos a dar . ♪	neutral
445277349609611264	RT TUSERUSER : #LEO : Odias tener elegir entre una cosa u otra así que no arriesgas por ninguna y al final , no se cómo lo haces , obtien …	neutral
510534810167967746	RT TUSERUSER : Ecuador planta batalla a McDonald' s y a Burger King con un impuesto antiobesidad TURLURL http :/ /t . co/F3Bk2TURLURL	neutral
470385174795276288	se me acabo la racha de los findes	neutral
438429087179485184	RT TUSERUSER : Enhorabuena por ese gran resultado conseguido ante el Man U y por ese GOLAZ⚽️ Licenciado Fernandiz TUSERUSER httpTURLURL	neutral
474884673139900419	RT TUSERUSER : Para quedarse con Venezuela lo intentarán todo y en eso han estado en 16A , pero no lo logran solos , su piso es la doble …	neutral
459807895082004480	TUSERUSER TUSERUSER Todo para decir que tenía 15 añosssss	neutral
448503755059650560	Ya es martes casi viernes #animmo :)	neutral
489526019506700292	RT TUSERUSER : A las 22 , el imperdible del día : #Lan ús - #Atl éticoMG por la #RecopaSudamericana ( ida ) . Fox Sports y HD TUSERUSER http : /TURLURL	neutral
510349858071654400	RT TUSERUSER : Nada es para siempre . El café se enfría , el cigarro se apaga , el tiempo pasa y las personas cambian .	neutral
469212032156590080	RT TUSERUSER : #LIBRA : Te cuesta enormemente tomar decisiones y , cuando de repente las tomas , te quitas un gran peso de encima .	neutral
444533917622628352	Para cuándo un celu nuevo para mí che ?	neutral
472676636333453312	Ponme la pompi patra y ponmela a vibra(8 )	neutral
465782731453247488	TUSERUSER Por favor le estaría eternamente agradecido si me siguiera en Twitter porque haría realidad mi sueño , me haría muy feliz .	neutral
450410074612436992	TUSERUSER a mi me dan ganas de ir a cagar ..	neutral
441981176149188608	hoy es un dia especial es la fecha en q nace un hermoso angel q es muy importante en mi vida y en mi corazón TUSERUSER Feliz Cumple	neutral
505456069976420352	¡Sumé mi voto para que gane EL IDOLO DEL MES ! El que tiene menos votos se va :( Sumá tu voto en : TURLURL #VotaIdolos 79	neutral
443887650890473473	TUSERUSER Jajaja me acepta la invitacion señorita jajajajaja * sono re gay *	neutral
454443371860598784	RT TUSERUSER : El problema no es Arjona , el problema es que está vivo .	neutral
435978435044061185	Siii , llego el dia , que linddd ! Jajaja	neutral
489263552562085889	Ando la boca llena de algodón y no esta chido😭😭	neutral
487226823705899008	TUSERUSER TUSERUSER Aw vale , si la ves se lo dices pls :)	neutral
463764545610465280	Vale me an tomado el pelo lo admito pero ya lo sospexaba 😂😂😂😂😂	positive
444164999247052800	Que micro de mierda loco	neutral
476300502368800769	Talleres participativos para conocer de primera mano el borrador del PGOU de #Ayala #Aiara . +info : TURLURL	neutral
457178045481484290	RT TUSERUSER : HERMANOS CABELLO ENCABEZAN LA LISTA : EEUU revela nombre de chavistas CORRUPTOS ( a ser sancionados ) TURLURL	neutral
437348336664715264	#NegroFressh : - Un joven de 18 años , herido en el muslo por arma de fuego en Madrid : Un joven de 18 años ha re ... TURLURL	neutral
434840843334463488	" TUSERUSER : Todo lo que necesitas es música ... TURLURL "	neutral
450713478006075392	RT TUSERUSER : " TUSERUSER : Los celos sin ser nada son los peores . "	neutral
448599380996521984	¡Una reverenda porquería el servicio de Telmex !	neutral
507331058095120384	TUSERUSER me acusa usted no sólo de no informarme sino de juzgar cuando sólo emití mi opinión . Quién está actuando como juez ???	negative
490033412858998785	RT TUSERUSER : Israel asesina a niños que jugaban fútbol en la playa La Razón dice que la culpa es de que estuviesen allí Miserables hTURLURL	neutral
448691978641739776	... Todos estan durmiendo 😔 buenas noches	neutral
434118160565170176	RT TUSERUSER : #SOSVenezuela desde el corazón de Chacao TURLURL	neutral
466306222552256512	Lo de Dragic suena jodido , una lesión complicada . Pero , como es este tío , no se perdería el play-off a no ser que le obliguen a la fuerza	neutral
471372316816183296	TUSERUSER quiere hacerlo . Les pido me den solución o tendre q proceder a iniciar reclamo x otra via , xq uds . saben bien q cuando el comprador	neutral
481206261003087872	Ese momento justo en el que te das cuenta de que ahí esta el final . De que ya nada puedes hacer para cambiar las cosas por muy duro que sea .	neutral
463431991854366721	" TUSERUSER : Gente que no sale si no tiene nada que estrenar #AntesMuertaQueSencilla #Fashionadictas " TUSERUSER eres tu . Jajajaj	neutral
436817467814739968	Espero que sea un buen dia ! :)	neutral
